id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
1359514,2023,Delhi,29-04-2023,League,MR Marsh,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,9,198,20,N,,MA Gough,Navdeep Singh
1359515,2023,Chennai,30-04-2023,League,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,wickets,4,201,20,N,,RJ Tucker,UV Gandhe
1359516,2023,Mumbai,30-04-2023,League,YBK Jaiswal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,6,213,20,N,,Vinod Seshan,VK Sharma
1359517,2023,Lucknow,01-05-2023,League,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,18,127,20,N,,AK Chaudhary,GR Sadashiv Iyer
1359518,2023,Ahmedabad,02-05-2023,League,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,runs,5,131,20,N,,MA Gough,R Pandit
1359519,2023,Lucknow,03-05-2023,League,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,,no result,,0,0,N,,AK Chaudhary,NA Patwardhan
1359520,2023,Chandigarh,03-05-2023,League,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,215,20,N,,J Madanagopal,RJ Tucker
1359521,2023,Hyderabad,04-05-2023,League,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5,172,20,N,,KN Ananthapadmanabhan,MA Gough
1359522,2023,Jaipur,05-05-2023,League,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,9,119,20,N,,HAS Khalid,VK Sharma
1359523,2023,Chennai,06-05-2023,League,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,140,20,N,,BNJ Oxenford,Navdeep Singh
1359524,2023,Delhi,06-05-2023,League,PD Salt,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,wickets,7,182,20,N,,RJ Tucker,YC Barde
1359525,2023,Ahmedabad,07-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,runs,56,228,20,N,,AK Chaudhary,A Nand Kishore
1359526,2023,Jaipur,07-05-2023,League,GD Phillips,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,4,215,20,N,,Nitin Menon,Vinod Seshan
1359527,2023,Kolkata,08-05-2023,League,AD Russell,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,wickets,5,180,20,N,,A Totre,J Madanagopal
1359528,2023,Mumbai,09-05-2023,League,SA Yadav,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,200,20,N,,HAS Khalid,VK Sharma
1359529,2023,Chennai,10-05-2023,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,27,168,20,N,,CB Gaffaney,NA Patwardhan
1359530,2023,Kolkata,11-05-2023,League,YBK Jaiswal,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,9,150,20,N,,RJ Tucker,MV Saidharshan Kumar
1359531,2023,Mumbai,12-05-2023,League,SA Yadav,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,27,219,20,N,,Nitin Menon,Tapan Sharma
1359532,2023,Hyderabad,13-05-2023,League,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,7,183,20,N,,A Totre,J Madanagopal
1359533,2023,Delhi,13-05-2023,League,P Simran Singh,"Arun Jaitley Stadium, Delhi",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,31,168,20,N,,CB Gaffaney,NA Patwardhan
1359534,2023,Jaipur,14-05-2023,League,WD Parnell,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,112,172,20,N,,KN Ananthapadmanabhan,Navdeep Singh
1359535,2023,Chennai,14-05-2023,League,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,6,145,20,N,,Tapan Sharma,Vinod Seshan
1359536,2023,Ahmedabad,15-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,runs,34,189,20,N,,J Madanagopal,UV Gandhe
1359537,2023,Lucknow,16-05-2023,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,5,178,20,N,,AK Chaudhary,A Nand Kishore
1359538,2023,Dharamsala,17-05-2023,League,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,15,214,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
1359539,2023,Hyderabad,18-05-2023,League,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,187,20,N,,BNJ Oxenford,VK Sharma
1359540,2023,Dharamsala,19-05-2023,League,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,188,20,N,,A Nand Kishore,RJ Tucker
1359541,2023,Delhi,20-05-2023,League,RD Gaikwad,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,77,224,20,N,,CB Gaffaney,NA Patwardhan
1359542,2023,Kolkata,20-05-2023,League,N Pooran,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,1,177,20,N,,J Madanagopal,UV Gandhe
1359543,2023,Mumbai,21-05-2023,League,C Green,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,201,20,N,,KN Ananthapadmanabhan,RJ Tucker
1359544,2023,Bengaluru,21-05-2023,League,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6,198,20,N,,Nitin Menon,VK Sharma
1370350,2023,Chennai,23-05-2023,Qualifier 1,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,15,173,20,N,,AK Chaudhary,CB Gaffaney
1370351,2023,Chennai,24-05-2023,Eliminator,Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Mumbai Indians,runs,81,183,20,N,,BNJ Oxenford,VK Sharma
1370352,2023,Ahmedabad,26-05-2023,Qualifier 2,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,62,234,20,N,,Nitin Menon,RJ Tucker
1370353,2023,Ahmedabad,29-05-2023,Final,DP Conway,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,171,15,N,D/L,Nitin Menon,RJ Tucker
1422119,2024,Chennai,22-03-2024,League,Mustafizur Rahman,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,6,174,20,N,,HAS Khalid,VK Sharma
1422120,2024,Mohali,23-03-2024,League,SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4,175,20,N,,J Madanagopal,NA Patwardhan
1422121,2024,Kolkata,23-03-2024,League,AD Russell,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,4,209,20,N,,R Pandit,YC Barde
1422122,2024,Jaipur,24-03-2024,League,SV Samson,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,20,194,20,N,,A Totre,HDPK Dharmasena
1422123,2024,Ahmedabad,24-03-2024,League,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,6,169,20,N,,VA Kulkarni,VK Sharma
1422124,2024,Bengaluru,25-03-2024,League,V Kohli,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,177,20,N,,AK Chaudhary,MV Saidharshan Kumar
1422125,2024,Chennai,26-03-2024,League,S Dube,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,63,207,20,N,,AG Wharf,Tapan Sharma
1422126,2024,Hyderabad,27-03-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,31,278,20,N,,KN Ananthapadmanabhan,UV Gandhe
1422127,2024,Jaipur,28-03-2024,League,R Parag,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,12,186,20,N,,A Nand Kishore,Nitin Menon
1422128,2024,Bengaluru,29-03-2024,League,SP Narine,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,183,20,N,,AK Chaudhary,R Pandit
1422129,2024,Lucknow,30-03-2024,League,MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Lucknow Super Giants,runs,21,200,20,N,,J Madanagopal,Navdeep Singh
1422130,2024,Ahmedabad,31-03-2024,League,MM Sharma,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Gujarat Titans,wickets,7,163,20,N,,HAS Khalid,VK Sharma
1422131,2024,Visakhapatnam,31-03-2024,League,KK Ahmed,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,runs,20,192,20,N,,HDPK Dharmasena,Vinod Seshan
1422132,2024,Mumbai,01-04-2024,League,TA Boult,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,126,20,N,,MV Saidharshan Kumar,YC Barde
1422133,2024,Bengaluru,02-04-2024,League,MP Yadav,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,runs,28,182,20,N,,J Madanagopal,NA Patwardhan
1422134,2024,Visakhapatnam,03-04-2024,League,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,106,273,20,N,,A Totre,UV Gandhe
1422135,2024,Ahmedabad,04-04-2024,League,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3,200,20,N,,Nitin Menon,VA Kulkarni
1422136,2024,Hyderabad,05-04-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,166,20,N,,R Pandit,YC Barde
1422137,2024,Jaipur,06-04-2024,League,JC Buttler,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,184,20,N,,AG Wharf,Tapan Sharma
1422138,2024,Mumbai,07-04-2024,League,R Shepherd,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29,235,20,N,,HDPK Dharmasena,UV Gandhe
1422139,2024,Lucknow,07-04-2024,League,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,runs,33,164,20,N,,A Nand Kishore,VK Sharma
1426260,2024,Chennai,08-04-2024,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7,138,20,N,,AK Chaudhary,MV Saidharshan Kumar
1426261,2024,Mohali,09-04-2024,League,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2,183,20,N,,Navdeep Singh,NA Patwardhan
1426262,2024,Jaipur,10-04-2024,League,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3,197,20,N,,HDPK Dharmasena,Vinod Seshan
1426263,2024,Mumbai,11-04-2024,League,JJ Bumrah,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,197,20,N,,Nitin Menon,VA Kulkarni
1426264,2024,Lucknow,12-04-2024,League,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Delhi Capitals,wickets,6,168,20,N,,R Pandit,YC Barde
1426265,2024,Mohali,13-04-2024,League,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,148,20,N,,AK Chaudhary,Tapan Sharma
1426266,2024,Kolkata,14-04-2024,League,PD Salt,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,162,20,N,,A Totre,Vinod Seshan
1426267,2024,Mumbai,14-04-2024,League,M Pathirana,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,20,207,20,N,,Nitin Menon,HAS Khalid
1426268,2024,Bengaluru,15-04-2024,League,TM Head,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,25,288,20,N,,AK Chaudhary,R Pandit
1426269,2024,Kolkata,16-04-2024,League,JC Buttler,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2,224,20,N,,MA Gough,UV Gandhe
1426270,2024,Ahmedabad,17-04-2024,League,RR Pant,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,90,20,N,,NA Patwardhan,VK Sharma
1426271,2024,Mohali,18-04-2024,League,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,9,193,20,N,,A Nand Kishore,VA Kulkarni
1426272,2024,Lucknow,19-04-2024,League,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,8,177,20,N,,AK Chaudhary,R Pandit
1426273,2024,Delhi,20-04-2024,League,TM Head,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,67,267,20,N,,J Madanagopal,Navdeep Singh
1426274,2024,Kolkata,21-04-2024,League,AD Russell,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,1,223,20,N,,A Totre,Vinod Seshan
1426275,2024,Mohali,21-04-2024,League,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,wickets,3,143,20,N,,A Nand Kishore,VA Kulkarni
1426276,2024,Jaipur,22-04-2024,League,Sandeep Sharma,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,9,180,20,N,,AK Chaudhary,MV Saidharshan Kumar
1426277,2024,Chennai,23-04-2024,League,MP Stoinis,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,211,20,N,,NA Patwardhan,Tapan Sharma
1426278,2024,Delhi,24-04-2024,League,RR Pant,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,runs,4,225,20,N,,KN Ananthapadmanabhan,UV Gandhe
1426279,2024,Hyderabad,25-04-2024,League,RM Patidar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35,207,20,N,,Nitin Menon,HAS Khalid
1426280,2024,Kolkata,26-04-2024,League,JM Bairstow,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8,262,20,N,,AK Chaudhary,YC Barde
1426281,2024,Delhi,27-04-2024,League,J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10,258,20,N,,Navdeep Singh,NA Patwardhan
1426282,2024,Lucknow,27-04-2024,League,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,197,20,N,,KN Ananthapadmanabhan,MA Gough
1426283,2024,Ahmedabad,28-04-2024,League,WG Jacks,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9,201,20,N,,Nitin Menon,VK Sharma
1426284,2024,Chennai,28-04-2024,League,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,78,213,20,N,,R Pandit,MV Saidharshan Kumar
1426285,2024,Kolkata,29-04-2024,League,CV Varun,"Eden Gardens, Kolkata",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,7,154,20,N,,Navdeep Singh,Tapan Sharma
1426286,2024,Lucknow,30-04-2024,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4,145,20,N,,MA Gough,UV Gandhe
1426287,2024,Chennai,01-05-2024,League,Harpreet Brar,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7,163,20,N,,HAS Khalid,VK Sharma
1426288,2024,Hyderabad,02-05-2024,League,B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,1,202,20,N,,AK Chaudhary,YC Barde
1426289,2024,Mumbai,03-05-2024,League,VR Iyer,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24,170,20,N,,J Madanagopal,Tapan Sharma
1426290,2024,Bengaluru,04-05-2024,League,Mohammed Siraj,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,148,20,N,,A Totre,Vinod Seshan
1426291,2024,Dharamsala,05-05-2024,League,RA Jadeja,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,28,168,20,N,,A Nand Kishore,VA Kulkarni
1426292,2024,Lucknow,05-05-2024,League,SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,runs,98,236,20,N,,MV Saidharshan Kumar,YC Barde
1426293,2024,Mumbai,06-05-2024,League,SA Yadav,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,174,20,N,,Navdeep Singh,Tapan Sharma
1426294,2024,Delhi,07-05-2024,League,Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,20,222,20,N,,KN Ananthapadmanabhan,UV Gandhe
1426295,2024,Hyderabad,08-05-2024,League,TM Head,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,10,166,20,N,,MV Saidharshan Kumar,YC Barde
1426296,2024,Dharamsala,09-05-2024,League,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,60,242,20,N,,Nitin Menon,HAS Khalid
1426297,2024,Ahmedabad,10-05-2024,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Gujarat Titans,runs,35,232,20,N,,KN Ananthapadmanabhan,NA Patwardhan
1426298,2024,Kolkata,11-05-2024,League,CV Varun,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,18,158,16,N,,UV Gandhe,Vinod Seshan
1426299,2024,Chennai,12-05-2024,League,Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,5,142,20,N,,R Pandit,YC Barde
1426300,2024,Bengaluru,12-05-2024,League,C Green,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,47,188,20,N,,A Nand Kishore,VA Kulkarni
1426302,2024,Delhi,14-05-2024,League,I Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,runs,19,209,20,N,,A Totre,Vinod Seshan
1426303,2024,Guwahati,15-05-2024,League,SM Curran,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,wickets,5,145,20,N,,R Pandit,MV Saidharshan Kumar
1426305,2024,Mumbai,17-05-2024,League,N Pooran,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18,215,20,N,,Navdeep Singh,R Pandit
1426306,2024,Bengaluru,18-05-2024,League,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,27,219,20,N,,A Totre,KN Ananthapadmanabhan
1426307,2024,Hyderabad,19-05-2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,4,215,20,N,,Nitin Menon,VK Sharma
1426309,2024,Ahmedabad,21-05-2024,Qualifier 1,MA Starc,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,160,20,N,,AK Chaudhary,R Pandit
1426310,2024,Ahmedabad,22-05-2024,Eliminator,R Ashwin,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,173,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
1426311,2024,Chennai,24-05-2024,Qualifier 2,Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,36,176,20,N,,Nitin Menon,VK Sharma
1426312,2024,Chennai,26-05-2024,Final,MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,114,20,N,,J Madanagopal,Nitin Menon
